Orthogroup	DSUP.longest_only	CPIP.longest_only
OG0007886	LOC119548266|XP_037711338.1|DSUP	LOC120426796|XP_039447507.1|CPIP
OG0007887	LOC119553023|XP_037719008.1|DSUP	LOC120413192|XP_039429840.1|CPIP
OG0007888	LOC119554273|XP_037721053.1|DSUP	LOC120413186|XP_039429834.1|CPIP
OG0007889	LOC119554958|XP_037722010.1|DSUP	LOC120413205|XP_039429855.1|CPIP
OG0007890	LOC119554503|XP_037721365.1|DSUP	LOC120413268|XP_039429929.1|CPIP
OG0007891	LOC119561957|XP_037731295.1|DSUP	LOC120418480|XP_039436853.1|CPIP
OG0007892	LOC119562978|XP_037732084.1|DSUP	LOC120420078|XP_039438937.1|CPIP
OG0007893	LOC119549834|XP_037714041.1|DSUP	LOC120420084|XP_039438947.1|CPIP
OG0007894	LOC119552591|XP_037718152.1|DSUP	LOC120428829|XP_039449873.1|CPIP
OG0007895	LOC119555545|XP_037722906.1|DSUP	LOC120428828|XP_039449871.1|CPIP
OG0007896	LOC119554048|XP_037720715.1|DSUP	LOC120430782|XP_039451830.1|CPIP
OG0007897	LOC119554720|XP_037721662.1|DSUP	LOC120413448|XP_039430215.1|CPIP
OG0007898	LOC119553398|XP_037719690.1|DSUP	LOC120413454|XP_039430223.1|CPIP
OG0007899	LOC119552689|XP_037718342.1|DSUP	LOC120414636|XP_039431802.1|CPIP
OG0007900	LOC119549341|XP_037713254.1|DSUP	LOC120412900|XP_039429466.1|CPIP
OG0007901	LOC119555426|XP_037722720.1|DSUP	LOC120430336|XP_039451371.1|CPIP, LOC120429809|XP_039450793.1|CPIP
OG0007902	LOC119557345|XP_037726010.1|DSUP	LOC120426141|XP_039446792.1|CPIP
OG0007903	LOC119554845|XP_037721849.1|DSUP	LOC120417624|XP_039435671.1|CPIP
OG0007904	LOC119552733|XP_037718419.1|DSUP	LOC120417611|XP_039435659.1|CPIP
OG0007905	LOC119547764|XP_037710700.1|DSUP	LOC120423601|XP_039443399.1|CPIP
OG0007906	LOC119554746|XP_037721698.1|DSUP	LOC120413404|XP_039430137.1|CPIP
OG0007907	LOC119555561|XP_037722935.1|DSUP	LOC120430384|XP_039451421.1|CPIP
OG0007908	LOC119555562|XP_037722936.1|DSUP	LOC120430385|XP_039451424.1|CPIP
OG0007909	LOC119555976|XP_037723631.1|DSUP	LOC120430390|XP_039451428.1|CPIP, LOC120430838|XP_039451888.1|CPIP
OG0007910	LOC119554375|XP_037721182.1|DSUP	LOC120427935|XP_039448814.1|CPIP
OG0007911	LOC119554972|XP_037722028.1|DSUP	LOC120415805|XP_039433363.1|CPIP
OG0007912	LOC119554564|XP_037721463.1|DSUP	LOC120415789|XP_039433352.1|CPIP
OG0007913	LOC119554973|XP_037722029.1|DSUP	LOC120415790|XP_039433353.1|CPIP
OG0007914	LOC119555539|XP_037722899.1|DSUP	LOC120419000|XP_039437505.1|CPIP
OG0007915	LOC119552930|XP_037718801.1|DSUP	LOC120419540|XP_039438183.1|CPIP
OG0007916	LOC119548772|XP_037712245.1|DSUP	LOC120431460|XP_039452511.1|CPIP
OG0007917	LOC119550286|XP_037714804.1|DSUP	LOC120430640|XP_039451675.1|CPIP
OG0007918	LOC119549137|XP_037712836.1|DSUP	LOC120418835|XP_039437288.1|CPIP
OG0007922	LOC119557038|XP_037725513.1|DSUP	LOC120426166|XP_039446819.1|CPIP
OG0007926	LOC119549156|XP_037712870.1|DSUP	LOC120431736|XP_039452795.1|CPIP
OG0007932	LOC119556231|XP_037724182.1|DSUP	LOC120414661|XP_039431863.1|CPIP
OG0007933	LOC119556316|XP_037724333.1|DSUP	LOC120414723|XP_039431960.1|CPIP
OG0007934	LOC119560126|XP_037729405.1|DSUP	LOC120430914|XP_039451967.1|CPIP
OG0007935	LOC119545994|XP_037707915.1|DSUP	LOC120431073|XP_039452161.1|CPIP
OG0007936	LOC119546217|XP_037708285.1|DSUP	LOC120431281|XP_039452353.1|CPIP
OG0007937	LOC119547294|XP_037710010.1|DSUP	LOC120419177|XP_039437770.1|CPIP
OG0007938	LOC119546667|XP_037709053.1|DSUP	LOC120422800|XP_039442275.1|CPIP
OG0007942	LOC119556812|XP_037725193.1|DSUP	LOC120423660|XP_039443476.1|CPIP
OG0007943	LOC119546168|XP_037708216.1|DSUP	LOC120423664|XP_039443480.1|CPIP
OG0007944	LOC119553558|XP_037719930.1|DSUP	LOC120418313|XP_039436575.1|CPIP
OG0007945	LOC119547096|XP_037709727.1|DSUP	LOC120422981|XP_039442525.1|CPIP
OG0007946	LOC119549486|XP_037713517.1|DSUP	LOC120413563|XP_039430376.1|CPIP
OG0007947	LOC119548153|XP_037711181.1|DSUP	LOC120413629|XP_039430473.1|CPIP
OG0007948	LOC119546469|XP_037708678.1|DSUP	LOC120413625|XP_039430468.1|CPIP
OG0007949	LOC119556935|XP_037725355.1|DSUP	LOC120414097|XP_039431054.1|CPIP
OG0007950	LOC119547382|XP_037710145.1|DSUP	LOC120413637|XP_039430487.1|CPIP
OG0007951	LOC119547329|XP_037710063.1|DSUP	LOC120413632|XP_039430482.1|CPIP
OG0007952	LOC119546903|XP_037709457.1|DSUP	LOC120420132|XP_039439016.1|CPIP
OG0007954	LOC119547877|XP_037710841.1|DSUP	LOC120414747|XP_039431997.1|CPIP
OG0007955	LOC119547029|XP_037709627.1|DSUP	LOC120424894|XP_039445116.1|CPIP
OG0007956	LOC119546434|XP_037708631.1|DSUP	LOC120424904|XP_039445129.1|CPIP
OG0007957	LOC119548396|XP_037711550.1|DSUP	LOC120416306|XP_039433962.1|CPIP
OG0007958	LOC119558283|XP_037727586.1|DSUP	LOC120413086|XP_039429727.1|CPIP
OG0007959	LOC119547580|XP_037710414.1|DSUP	LOC120413128|XP_039429767.1|CPIP
OG0007960	LOC119548136|XP_037711161.1|DSUP	LOC120428000|XP_039448906.1|CPIP
OG0007961	LOC119558593|XP_037727954.1|DSUP	LOC120416308|XP_039433964.1|CPIP
OG0007962	LOC119556060|XP_037723795.1|DSUP	LOC120421719|XP_039440900.1|CPIP
OG0007963	LOC119546191|XP_037708245.1|DSUP	LOC120420828|XP_039439884.1|CPIP
OG0007964	LOC119547703|XP_037710606.1|DSUP	LOC120420806|XP_039439861.1|CPIP
OG0007966	LOC119547872|XP_037710836.1|DSUP	LOC120416263|XP_039433900.1|CPIP
OG0007967	LOC119547608|XP_037710460.1|DSUP	LOC120425341|XP_039445768.1|CPIP
OG0007968	LOC119545997|XP_037707921.1|DSUP	LOC120425333|XP_039445742.1|CPIP
OG0007969	LOC119548438|XP_037711625.1|DSUP	LOC120423127|XP_039442739.1|CPIP
OG0007970	LOC119551791|XP_037717266.1|DSUP	LOC120415968|XP_039433546.1|CPIP
OG0007971	LOC119556200|XP_037724081.1|DSUP	LOC120428678|XP_039449662.1|CPIP
OG0007972	LOC119550114|XP_037714522.1|DSUP	LOC120419857|XP_039438628.1|CPIP
OG0007973	LOC119546117|XP_037708136.1|DSUP	LOC120412796|XP_039429321.1|CPIP
OG0007974	LOC119556882|XP_037725286.1|DSUP	LOC120412816|XP_039429354.1|CPIP
OG0007975	LOC119560376|XP_037729711.1|DSUP	LOC120416613|XP_039434346.1|CPIP
OG0007976	LOC119557590|XP_037726320.1|DSUP	LOC120415983|XP_039433573.1|CPIP
OG0007977	LOC119546305|XP_037708425.1|DSUP	LOC120416261|XP_039433898.1|CPIP
OG0007978	LOC119546733|XP_037709153.1|DSUP	LOC120420008|XP_039438848.1|CPIP
OG0007979	LOC119547071|XP_037709684.1|DSUP	LOC120422616|XP_039442044.1|CPIP
OG0007980	LOC119547669|XP_037710555.1|DSUP	LOC120412826|XP_039429366.1|CPIP
OG0007981	LOC119556214|XP_037724122.1|DSUP	LOC120412821|XP_039429362.1|CPIP
OG0007982	LOC119546499|XP_037708736.1|DSUP	LOC120412789|XP_039429312.1|CPIP
OG0007983	LOC119548002|XP_037710992.1|DSUP	LOC120415532|XP_039433025.1|CPIP
OG0007984	LOC119548497|XP_037711704.1|DSUP	LOC120421133|XP_039440230.1|CPIP
OG0007985	LOC119561981|XP_037731300.1|DSUP	LOC120421149|XP_039440273.1|CPIP
OG0007987	LOC119546858|XP_037709386.1|DSUP	LOC120415568|XP_039433080.1|CPIP
OG0007988	LOC119547627|XP_037710482.1|DSUP	LOC120431688|XP_039452736.1|CPIP
OG0007989	LOC119547997|XP_037710984.1|DSUP	LOC120413859|XP_039430750.1|CPIP
OG0007990	LOC119548135|XP_037711159.1|DSUP	LOC120412487|XP_039428913.1|CPIP, LOC120418181|XP_039436418.1|CPIP
OG0007991	LOC119547233|XP_037709927.1|DSUP	LOC120419469|XP_039438089.1|CPIP
OG0007992	LOC119547681|XP_037710568.1|DSUP	LOC120426274|XP_039446951.1|CPIP
OG0007993	LOC119560518|XP_037729924.1|DSUP	LOC120432433|XP_039453585.1|CPIP
OG0007994	LOC119546636|XP_037709010.1|DSUP	LOC120423109|XP_039442722.1|CPIP
OG0007995	LOC119546015|XP_037707950.1|DSUP	LOC120421281|XP_039440408.1|CPIP, LOC120420975|XP_039440042.1|CPIP
OG0007996	LOC119556773|XP_037725127.1|DSUP	LOC120419460|XP_039438076.1|CPIP
OG0007997	LOC119554878|XP_037721892.1|DSUP	LOC120426285|XP_039446968.1|CPIP
OG0007998	LOC119546184|XP_037708237.1|DSUP	LOC120426269|XP_039446944.1|CPIP
OG0007999	LOC119547399|XP_037710176.1|DSUP	LOC120412687|XP_039429197.1|CPIP
OG0008000	LOC119547395|XP_037710172.1|DSUP	LOC120412684|XP_039429192.1|CPIP
OG0008001	LOC119547754|XP_037710684.1|DSUP	LOC120419044|XP_039437544.1|CPIP
OG0008003	LOC119546853|XP_037709378.1|DSUP	LOC120429072|XP_039450153.1|CPIP
OG0008004	LOC119555911|XP_037723530.1|DSUP	LOC120426565|XP_039447271.1|CPIP
OG0008005	LOC119556234|XP_037724191.1|DSUP	LOC120426560|XP_039447260.1|CPIP
OG0008006	LOC119556270|XP_037724248.1|DSUP	LOC120423202|XP_039442837.1|CPIP
OG0008007	LOC119556586|XP_037724815.1|DSUP	LOC120423204|XP_039442842.1|CPIP
OG0008009	LOC119556623|XP_037724871.1|DSUP	LOC120426573|XP_039447292.1|CPIP
OG0008010	LOC119558070|XP_037727166.1|DSUP	LOC120420629|XP_039439636.1|CPIP
OG0008011	LOC119549293|XP_037713170.1|DSUP	LOC120420641|XP_039439653.1|CPIP
OG0008012	LOC119550506|XP_037715137.1|DSUP	LOC120420639|XP_039439651.1|CPIP
OG0008013	LOC119551657|XP_037717023.1|DSUP	LOC120416170|XP_039433789.1|CPIP
OG0008014	LOC119560711|XP_037730250.1|DSUP	LOC120416158|XP_039433771.1|CPIP
OG0008015	LOC119553722|XP_037720235.1|DSUP	LOC120416141|XP_039433751.1|CPIP
OG0008016	LOC119553724|XP_037720238.1|DSUP	LOC120416143|XP_039433753.1|CPIP
OG0008017	LOC119558346|XP_037727752.1|DSUP	LOC120416194|XP_039433812.1|CPIP
OG0008018	LOC119557216|XP_037725802.1|DSUP	LOC120423936|XP_039443854.1|CPIP
OG0008019	LOC119558147|XP_037727307.1|DSUP	LOC120427999|XP_039448898.1|CPIP
OG0008020	LOC119560643|XP_037730125.1|DSUP	LOC120427002|XP_039447752.1|CPIP
OG0008021	LOC119556880|XP_037725283.1|DSUP	LOC120414840|XP_039432101.1|CPIP
OG0008022	LOC119545694|XP_037707374.1|DSUP	LOC120418560|XP_039436929.1|CPIP
OG0008023	LOC119557081|XP_037725561.1|DSUP	LOC120418887|XP_039437356.1|CPIP
OG0008024	LOC119557855|XP_037726770.1|DSUP	LOC120418982|XP_039437466.1|CPIP
OG0008025	LOC119557220|XP_037725817.1|DSUP	LOC120419135|XP_039437660.1|CPIP
OG0008026	LOC119556201|XP_037724082.1|DSUP	LOC120419146|XP_039437718.1|CPIP
OG0008027	LOC119556785|XP_037725146.1|DSUP	LOC120418587|XP_039436969.1|CPIP
OG0008028	LOC119545791|XP_037707594.1|DSUP	LOC120425614|XP_039446131.1|CPIP
OG0008029	LOC119545647|XP_037707300.1|DSUP	LOC120431566|XP_039452608.1|CPIP
OG0008030	LOC119560171|XP_037729458.1|DSUP	LOC120423913|XP_039443831.1|CPIP
OG0008031	LOC119545954|XP_037707843.1|DSUP	LOC120423471|XP_039443236.1|CPIP
OG0008032	LOC119548742|XP_037712189.1|DSUP	LOC120425218|XP_039445583.1|CPIP
OG0008033	LOC119549136|XP_037712839.1|DSUP	LOC120420471|XP_039439433.1|CPIP
OG0008034	LOC119548290|XP_037711387.1|DSUP	LOC120420003|XP_039438831.1|CPIP
OG0008035	LOC119556609|XP_037724850.1|DSUP	LOC120421617|XP_039440780.1|CPIP
OG0008036	LOC119562351|XP_037731441.1|DSUP	LOC120418175|XP_039436409.1|CPIP
OG0008037	LOC119550036|XP_037714404.1|DSUP	LOC120418183|XP_039436417.1|CPIP
OG0008038	LOC119557726|XP_037726538.1|DSUP	LOC120426767|XP_039447476.1|CPIP
OG0008039	LOC119548112|XP_037711137.1|DSUP	LOC120415156|XP_039432530.1|CPIP
OG0008040	LOC119563274|XP_037732524.1|DSUP	LOC120414784|XP_039432032.1|CPIP
OG0008042	LOC119560850|XP_037730437.1|DSUP	LOC120432177|XP_039453250.1|CPIP
OG0008044	LOC119558049|XP_037727126.1|DSUP	LOC120422257|XP_039441588.1|CPIP
OG0008045	LOC119557916|XP_037726852.1|DSUP	LOC120432391|XP_039453521.1|CPIP
OG0008046	LOC119547763|XP_037710703.1|DSUP	LOC120432380|XP_039453508.1|CPIP
OG0008047	LOC119560097|XP_037729347.1|DSUP	LOC120432389|XP_039453518.1|CPIP
OG0008048	LOC119560105|XP_037729383.1|DSUP	LOC120416545|XP_039434208.1|CPIP, LOC120432376|XP_039453504.1|CPIP
OG0008049	LOC119560459|XP_037729846.1|DSUP	LOC120432353|XP_039453473.1|CPIP
OG0008050	LOC119551033|XP_037716044.1|DSUP	LOC120432403|XP_039453538.1|CPIP
OG0008051	LOC119561030|XP_037730784.1|DSUP	LOC120432405|XP_039453542.1|CPIP
OG0008052	LOC119547622|XP_037710480.1|DSUP	LOC120413664|XP_039430526.1|CPIP
OG0008053	LOC119554822|XP_037721824.1|DSUP, LOC119554262|XP_037721033.1|DSUP	LOC120414511|XP_039431655.1|CPIP
OG0008054	LOC119556709|XP_037725033.1|DSUP	LOC120414530|XP_039431676.1|CPIP
OG0008055	LOC119557299|XP_037725936.1|DSUP	LOC120414472|XP_039431602.1|CPIP
OG0008056	LOC119557240|XP_037725852.1|DSUP	LOC120424003|XP_039443946.1|CPIP, LOC120419722|XP_039438448.1|CPIP
OG0008057	LOC119560492|XP_037729886.1|DSUP	LOC120419257|XP_039437846.1|CPIP
OG0008058	LOC119549307|XP_037713196.1|DSUP	LOC120417064|XP_039434955.1|CPIP
OG0008059	LOC119560702|XP_037730218.1|DSUP	LOC120419106|XP_039437634.1|CPIP
OG0008060	LOC119550393|XP_037714975.1|DSUP	LOC120417147|XP_039435066.1|CPIP
OG0008061	LOC119557169|XP_037725703.1|DSUP	LOC120417126|XP_039435037.1|CPIP
OG0008062	LOC119557376|XP_037726048.1|DSUP	LOC120417128|XP_039435038.1|CPIP
OG0008063	LOC119560851|XP_037730438.1|DSUP	LOC120415920|XP_039433499.1|CPIP
OG0008064	LOC119557363|XP_037726032.1|DSUP	LOC120429834|XP_039450832.1|CPIP
OG0008065	LOC119557974|XP_037726969.1|DSUP	LOC120417535|XP_039435551.1|CPIP
OG0008066	LOC119558093|XP_037727232.1|DSUP	LOC120417510|XP_039435522.1|CPIP
OG0008067	LOC119558354|XP_037727782.1|DSUP	LOC120425863|XP_039446418.1|CPIP
OG0008068	LOC119557531|XP_037726232.1|DSUP	LOC120417332|XP_039435252.1|CPIP
OG0008069	LOC119563219|XP_037732445.1|DSUP	LOC120413797|XP_039430681.1|CPIP
OG0008070	LOC119560114|XP_037729394.1|DSUP	LOC120413765|XP_039430636.1|CPIP
OG0008071	LOC119556936|XP_037725356.1|DSUP	LOC120420872|XP_039439925.1|CPIP, LOC120417444|XP_039435422.1|CPIP
OG0008072	LOC119557329|XP_037725978.1|DSUP	LOC120430873|XP_039451934.1|CPIP
OG0008073	LOC119557902|XP_037726836.1|DSUP	LOC120414835|XP_039432095.1|CPIP
OG0008074	LOC119557932|XP_037726870.1|DSUP	LOC120414844|XP_039432103.1|CPIP
OG0008075	LOC119551351|XP_037716599.1|DSUP	LOC120414824|XP_039432085.1|CPIP
OG0008076	LOC119557778|XP_037726606.1|DSUP	LOC120414833|XP_039432093.1|CPIP
OG0008077	LOC119560560|XP_037730006.1|DSUP	LOC120414837|XP_039432097.1|CPIP
OG0008078	LOC119557076|XP_037725557.1|DSUP	LOC120414849|XP_039432107.1|CPIP
OG0008079	LOC119557943|XP_037726890.1|DSUP	LOC120431495|XP_039452534.1|CPIP
OG0008080	LOC119557893|XP_037726825.1|DSUP	LOC120413938|XP_039430871.1|CPIP
OG0008081	LOC119558413|XP_037727874.1|DSUP	LOC120413950|XP_039430887.1|CPIP
OG0008082	LOC119556429|XP_037724583.1|DSUP	LOC120413934|XP_039430865.1|CPIP
OG0008083	LOC119560598|XP_037730051.1|DSUP	LOC120413939|XP_039430872.1|CPIP
OG0008084	LOC119560034|XP_037729262.1|DSUP	LOC120413028|XP_039429636.1|CPIP
OG0008085	LOC119563273|XP_037732523.1|DSUP	LOC120412993|XP_039429578.1|CPIP
OG0008086	LOC119560558|XP_037729996.1|DSUP	LOC120412962|XP_039429540.1|CPIP
OG0008087	LOC119556715|XP_037725041.1|DSUP	LOC120412978|XP_039429561.1|CPIP
OG0008088	LOC119557874|XP_037726803.1|DSUP	LOC120414399|XP_039431510.1|CPIP
OG0008089	LOC119554684|XP_037721614.1|DSUP	LOC120414391|XP_039431498.1|CPIP
OG0008090	LOC119556276|XP_037724253.1|DSUP	LOC120417906|XP_039436069.1|CPIP
OG0008091	LOC119558715|XP_037727985.1|DSUP	LOC120425713|XP_039446244.1|CPIP
OG0008092	LOC119559820|XP_037728840.1|DSUP	LOC120413991|XP_039430935.1|CPIP
OG0008093	LOC119558310|XP_037727640.1|DSUP	LOC120413996|XP_039430940.1|CPIP
OG0008094	LOC119547539|XP_037710364.1|DSUP	LOC120413995|XP_039430938.1|CPIP
OG0008095	LOC119556058|XP_037723797.1|DSUP	LOC120425930|XP_039446485.1|CPIP
OG0008096	LOC119556336|XP_037724354.1|DSUP	LOC120425932|XP_039446487.1|CPIP
OG0008097	LOC119558253|XP_037727508.1|DSUP	LOC120425928|XP_039446483.1|CPIP
OG0008098	LOC119553654|XP_037720068.1|DSUP	LOC120425660|XP_039446174.1|CPIP
OG0008099	LOC119553315|XP_037719569.1|DSUP	LOC120426304|XP_039446987.1|CPIP
OG0008100	LOC119547101|XP_037709735.1|DSUP	LOC120422357|XP_039441694.1|CPIP
OG0008101	LOC119558280|XP_037727583.1|DSUP	LOC120422378|XP_039441720.1|CPIP
OG0008102	LOC119562950|XP_037732051.1|DSUP	LOC120423442|XP_039443193.1|CPIP
OG0008103	LOC119558298|XP_037727618.1|DSUP	LOC120423440|XP_039443190.1|CPIP
OG0008104	LOC119554960|XP_037722015.1|DSUP	LOC120421502|XP_039440657.1|CPIP
OG0008105	LOC119560919|XP_037730551.1|DSUP	LOC120421503|XP_039440658.1|CPIP
OG0008106	LOC119552850|XP_037718652.1|DSUP	LOC120422284|XP_039441612.1|CPIP
OG0008107	LOC119563328|XP_037732599.1|DSUP	LOC120421813|XP_039441028.1|CPIP
OG0008108	LOC119556708|XP_037725032.1|DSUP	LOC120421538|XP_039440701.1|CPIP
OG0008109	LOC119556863|XP_037725263.1|DSUP	LOC120422062|XP_039441336.1|CPIP
OG0008110	LOC119556406|XP_037724519.1|DSUP	LOC120418244|XP_039436491.1|CPIP
OG0008111	LOC119557087|XP_037725569.1|DSUP	LOC120418249|XP_039436497.1|CPIP
OG0008112	LOC119556968|XP_037725406.1|DSUP	LOC120418266|XP_039436517.1|CPIP
OG0008113	LOC119557716|XP_037726526.1|DSUP	LOC120418257|XP_039436509.1|CPIP
OG0008114	LOC119557715|XP_037726525.1|DSUP	LOC120418256|XP_039436507.1|CPIP
OG0008115	LOC119558285|XP_037727589.1|DSUP	LOC120418282|XP_039436538.1|CPIP
OG0008116	LOC119558307|XP_037727637.1|DSUP	LOC120418232|XP_039436466.1|CPIP
OG0008117	LOC119556032|XP_037723741.1|DSUP	LOC120418230|XP_039436459.1|CPIP
OG0008120	LOC119556494|XP_037724681.1|DSUP	LOC120431176|XP_039452244.1|CPIP
OG0008125	LOC119558405|XP_037727865.1|DSUP	LOC120427458|XP_039448261.1|CPIP
OG0008135	LOC119550771|XP_037715632.1|DSUP	LOC120424058|XP_039444013.1|CPIP
OG0008137	LOC119557121|XP_037725632.1|DSUP	LOC120419399|XP_039438010.1|CPIP
OG0008138	LOC119552955|XP_037718866.1|DSUP	LOC120419577|XP_039438235.1|CPIP
OG0008139	LOC119551297|XP_037716504.1|DSUP	LOC120419582|XP_039438244.1|CPIP
OG0008140	LOC119558406|XP_037727866.1|DSUP	LOC120419557|XP_039438204.1|CPIP
OG0008141	LOC119556341|XP_037724368.1|DSUP	LOC120419552|XP_039438200.1|CPIP
OG0008142	LOC119556110|XP_037723909.1|DSUP	LOC120419564|XP_039438227.1|CPIP
OG0008143	LOC119557729|XP_037726540.1|DSUP	LOC120419554|XP_039438202.1|CPIP
OG0008144	LOC119551294|XP_037716501.1|DSUP	LOC120419568|XP_039438231.1|CPIP
OG0008145	LOC119556471|XP_037724647.1|DSUP	LOC120416634|XP_039434377.1|CPIP
OG0008146	LOC119557759|XP_037726582.1|DSUP	LOC120416661|XP_039434403.1|CPIP
OG0008147	LOC119556430|XP_037724584.1|DSUP	LOC120416633|XP_039434374.1|CPIP
OG0008148	LOC119557962|XP_037726933.1|DSUP	LOC120416617|XP_039434348.1|CPIP
OG0008149	LOC119558091|XP_037727228.1|DSUP	LOC120414990|XP_039432281.1|CPIP
OG0008150	LOC119557637|XP_037726399.1|DSUP	LOC120415006|XP_039432299.1|CPIP
OG0008151	LOC119556883|XP_037725288.1|DSUP	LOC120414981|XP_039432259.1|CPIP
OG0008152	LOC119557046|XP_037725519.1|DSUP	LOC120414986|XP_039432274.1|CPIP
OG0008153	LOC119550395|XP_037714973.1|DSUP	LOC120424960|XP_039445252.1|CPIP
OG0008154	LOC119553859|XP_037720440.1|DSUP	LOC120425255|XP_039445635.1|CPIP
OG0008155	LOC119554635|XP_037721560.1|DSUP	LOC120417989|XP_039436169.1|CPIP
OG0008156	LOC119546193|XP_037708250.1|DSUP	LOC120417582|XP_039435627.1|CPIP
OG0008157	LOC119560398|XP_037729758.1|DSUP	LOC120418461|XP_039436828.1|CPIP
OG0008158	LOC119556712|XP_037725038.1|DSUP	LOC120429860|XP_039450865.1|CPIP
OG0008159	LOC119554071|XP_037720743.1|DSUP	LOC120420433|XP_039439391.1|CPIP
OG0008161	LOC119552710|XP_037718388.1|DSUP	LOC120419608|XP_039438282.1|CPIP
OG0008162	LOC119556120|XP_037723934.1|DSUP	LOC120419606|XP_039438280.1|CPIP
OG0008163	LOC119552833|XP_037718616.1|DSUP	LOC120415324|XP_039432743.1|CPIP
OG0008164	LOC119556205|XP_037724090.1|DSUP	LOC120421463|XP_039440611.1|CPIP
OG0008165	LOC119557119|XP_037725628.1|DSUP	LOC120428354|XP_039449291.1|CPIP
OG0008166	LOC119558033|XP_037727102.1|DSUP	LOC120428355|XP_039449293.1|CPIP
OG0008167	LOC119557023|XP_037725491.1|DSUP	LOC120423250|XP_039442905.1|CPIP
OG0008168	LOC119556808|XP_037725188.1|DSUP	LOC120423249|XP_039442903.1|CPIP
OG0008169	LOC119557836|XP_037726740.1|DSUP	LOC120423265|XP_039442933.1|CPIP
OG0008170	LOC119551224|XP_037716389.1|DSUP	LOC120423259|XP_039442926.1|CPIP
OG0008171	LOC119558325|XP_037727669.1|DSUP	LOC120414905|XP_039432168.1|CPIP
OG0008172	LOC119559930|XP_037729065.1|DSUP	LOC120431259|XP_039452326.1|CPIP
OG0008173	LOC119546108|XP_037708122.1|DSUP	LOC120428145|XP_039449063.1|CPIP
OG0008174	LOC119559406|XP_037728403.1|DSUP	LOC120425075|XP_039445405.1|CPIP
OG0008175	LOC119558124|XP_037727284.1|DSUP	LOC120424271|XP_039444269.1|CPIP
OG0008176	LOC119556337|XP_037724355.1|DSUP	LOC120417982|XP_039436158.1|CPIP
OG0008177	LOC119556176|XP_037724026.1|DSUP	LOC120421481|XP_039440632.1|CPIP
OG0008178	LOC119556256|XP_037724229.1|DSUP	LOC120431969|XP_039453042.1|CPIP
OG0008179	LOC119557429|XP_037726109.1|DSUP	LOC120427539|XP_039448342.1|CPIP
OG0008180	LOC119556274|XP_037724251.1|DSUP	LOC120427530|XP_039448330.1|CPIP
OG0008181	LOC119556277|XP_037724255.1|DSUP	LOC120427532|XP_039448332.1|CPIP
OG0008182	LOC119549072|XP_037712708.1|DSUP	LOC120416741|XP_039434510.1|CPIP
OG0008183	LOC119551320|XP_037716544.1|DSUP	LOC120422938|XP_039442450.1|CPIP
OG0008184	LOC119546729|XP_037709147.1|DSUP	LOC120426096|XP_039446733.1|CPIP, LOC120426095|XP_039446732.1|CPIP
OG0008185	LOC119546271|XP_037708375.1|DSUP	LOC120421841|XP_039441058.1|CPIP
OG0008186	LOC119551669|XP_037717050.1|DSUP	LOC120425540|XP_039446035.1|CPIP
OG0008187	LOC119551670|XP_037717051.1|DSUP	LOC120425544|XP_039446039.1|CPIP
OG0008188	LOC119548460|XP_037711656.1|DSUP	LOC120415873|XP_039433443.1|CPIP
OG0008189	LOC119546195|XP_037708248.1|DSUP	LOC120428242|XP_039449156.1|CPIP
OG0008190	LOC119555346|XP_037722612.1|DSUP	LOC120419166|XP_039437752.1|CPIP
OG0008191	LOC119557225|XP_037725833.1|DSUP	LOC120419149|XP_039437720.1|CPIP
OG0008192	LOC119557331|XP_037725980.1|DSUP	LOC120419148|XP_039437715.1|CPIP
OG0008193	LOC119556602|XP_037724842.1|DSUP	LOC120419174|XP_039437761.1|CPIP
OG0008194	LOC119548467|XP_037711662.1|DSUP	LOC120419312|XP_039437915.1|CPIP
OG0008195	LOC119559470|XP_037728509.1|DSUP	LOC120428721|XP_039449726.1|CPIP
OG0008196	LOC119550367|XP_037714937.1|DSUP	LOC120425517|XP_039446000.1|CPIP
OG0008197	LOC119554205|XP_037720933.1|DSUP	LOC120426748|XP_039447456.1|CPIP
OG0008198	LOC119556563|XP_037724785.1|DSUP	LOC120426725|XP_039447430.1|CPIP
OG0008199	LOC119558126|XP_037727286.1|DSUP	LOC120415867|XP_039433437.1|CPIP
OG0008200	LOC119550576|XP_037715295.1|DSUP	LOC120418149|XP_039436382.1|CPIP
OG0008201	LOC119554634|XP_037721559.1|DSUP	LOC120412356|XP_039428706.1|CPIP
OG0008202	LOC119555635|XP_037723084.1|DSUP	LOC120412338|XP_039428675.1|CPIP
OG0008203	LOC119554238|XP_037721000.1|DSUP	LOC120412348|XP_039428697.1|CPIP
OG0008204	LOC119557615|XP_037726351.1|DSUP	LOC120412344|XP_039428679.1|CPIP
OG0008205	LOC119557267|XP_037725881.1|DSUP	LOC120416824|XP_039434644.1|CPIP
OG0008206	LOC119555465|XP_037722798.1|DSUP	LOC120416813|XP_039434622.1|CPIP
OG0008208	LOC119551389|XP_037716642.1|DSUP	LOC120421857|XP_039441081.1|CPIP
OG0008209	LOC119555095|XP_037722241.1|DSUP	LOC120421878|XP_039441109.1|CPIP
OG0008210	LOC119554625|XP_037721549.1|DSUP	LOC120420290|XP_039439222.1|CPIP
OG0008211	LOC119548049|XP_037711057.1|DSUP	LOC120415208|XP_039432598.1|CPIP
